Gene,Control Linear Regression Slope,Control Linear Regression R2,siUPF1 Linear Regression Slope,siUPF1 Linear Regression R2,Control Log Regression Slope,Control Log Regression R2,siUPF1 Log Regression Slope,siUPF1 Log Regression R2,Category
METTL20,-0.003116122,0.753382167,-0.003622171,0.9323109,-0.006571085,0.732373065,-0.008845477,0.903110338,siUPF1-Destab
METTL4,-0.001824622,0.875505341,-0.002399397,0.93230098,-0.003148309,0.883923528,-0.004508414,0.898632439,siUPF1-Destab
METTL8,-0.000876766,0.714443457,-0.001868524,0.940916008,-0.001343729,0.72482143,-0.00325011,0.924590183,siUPF1-Destab
MFAP3,-0.001480102,0.94658306,-0.00177058,0.878141268,-0.002466588,0.939210294,-0.003051352,0.863029519,siUPF1-Destab
MFAP3L,-0.00384808,0.710235165,-0.004227336,0.785334732,-0.008248558,0.777383787,-0.010091889,0.843560835,siUPF1-Destab
MFSD6,-0.001961174,0.740164835,-0.003810448,0.923738912,-0.003446873,0.763452058,-0.008768771,0.909760502,siUPF1-Destab
MGA,-0.00372571,0.980934767,-0.004536732,0.972581059,-0.008734303,0.953801514,-0.012978385,0.936474196,siUPF1-Destab
MGC27345,-0.001957141,0.733785081,-0.00303693,0.95953572,-0.003577521,0.716127606,-0.006394137,0.948986888,siUPF1-Destab
MICU3,-0.000881072,0.849773197,-0.002683415,0.962580571,-0.001385135,0.828503793,-0.005386195,0.97414082,siUPF1-Destab
MIER1,-0.00146489,0.88762574,-0.002820675,0.952341049,-0.002431737,0.89014309,-0.005590066,0.926702133,siUPF1-Destab
MIER3,-0.004030916,0.992254029,-0.004478017,0.990883501,-0.0102452,0.970342504,-0.013357332,0.955861819,siUPF1-Destab
MIOS,-0.001666864,0.945456834,-0.00190901,0.889665504,-0.002844433,0.926414798,-0.003307705,0.885234238,siUPF1-Destab
MIR22HG,-0.002210402,0.677303534,-0.002871586,0.924187623,-0.004165068,0.747282448,-0.006050245,0.931860192,siUPF1-Destab
MIS12,-0.001813451,0.912627373,-0.002805021,0.965807295,-0.003209565,0.939004985,-0.005733754,0.980426211,siUPF1-Destab
MKL2,-0.003481508,0.967403558,-0.003799878,0.985417269,-0.007825551,0.959822468,-0.00932476,0.951069631,siUPF1-Destab
MKLN1,-0.001763888,0.961889475,-0.002664437,0.963252,-0.003017066,0.954450667,-0.005188765,0.934437186,siUPF1-Destab
MLH3,-0.002163495,0.918733155,-0.003494664,0.957490094,-0.003904368,0.934420555,-0.008021677,0.917778177,siUPF1-Destab
MLLT10,-0.000965532,0.747534986,-0.001648539,0.924742995,-0.001526522,0.740904196,-0.002766979,0.922972054,siUPF1-Destab
MLLT3,-0.00340866,0.836665599,-0.004269856,0.994933106,-0.007212625,0.870253977,-0.011775012,0.97732735,siUPF1-Destab
MLX,-0.00084734,0.950811343,-0.001770071,0.922566019,-0.001322201,0.94561112,-0.003101852,0.893107596,siUPF1-Destab
MLYCD,-0.001501077,0.738633809,-0.00225926,0.934354715,-0.002519267,0.740967944,-0.004209681,0.894390331,siUPF1-Destab
MMACHC,-0.002764252,0.9014908,-0.00347957,0.958901252,-0.005689906,0.89455213,-0.008167219,0.97622744,siUPF1-Destab
MMS22L,-0.001878882,0.98916236,-0.003089613,0.98893563,-0.003317037,0.996806306,-0.006566642,0.969925962,siUPF1-Destab
MNT,-0.002914339,0.859350012,-0.003072665,0.858195099,-0.006105335,0.876830979,-0.006745044,0.8509449,siUPF1-Destab
MOAP1,-0.002187446,0.947445676,-0.00261608,0.972872049,-0.004047288,0.935128131,-0.005065964,0.950357739,siUPF1-Destab
MOB1B,-0.002251547,0.780692136,-0.003683514,0.893715691,-0.004016209,0.801156521,-0.008216247,0.882722838,siUPF1-Destab
MOB3B,-0.001075208,0.803004439,-0.001692945,0.956913342,-0.001731927,0.780081459,-0.002898374,0.953882604,siUPF1-Destab
MOB3C,-0.003400414,0.891226099,-0.004352877,0.91024425,-0.007840125,0.831838424,-0.012216361,0.913418041,siUPF1-Destab
MOCS3,-0.004719846,0.988845912,-0.005005147,0.988280263,-0.01548032,0.975643015,-0.019261298,0.971852617,siUPF1-Destab
MORC2,-0.001042246,0.960969622,-0.001322007,0.953428497,-0.001662904,0.959278066,-0.002150423,0.950250243,siUPF1-Destab
MORC2-AS1,-0.001706199,0.9140713,-0.002072242,0.862518768,-0.002952696,0.936061912,-0.003743343,0.851553421,siUPF1-Destab
MOSPD2,-0.001249679,0.762882889,-0.003287734,0.915855909,-0.001986866,0.782711032,-0.006931958,0.89781467,siUPF1-Destab
MPHOSPH10,-0.003787967,0.940252044,-0.004087551,0.918362668,-0.008743442,0.922471948,-0.010108065,0.891691918,siUPF1-Destab
MPHOSPH8,-0.00105985,0.87646595,-0.002208634,0.890463306,-0.001678679,0.875120165,-0.003983455,0.869907772,siUPF1-Destab
MPP5,-0.00110717,0.852129363,-0.002644024,0.944613673,-0.0017555,0.863513457,-0.005054456,0.932311807,siUPF1-Destab
MPP6,-0.00177632,0.982832548,-0.002488108,0.956254629,-0.003064922,0.980036648,-0.004743864,0.942760513,siUPF1-Destab
MRAS,-0.002180471,0.82394606,-0.002590757,0.841295712,-0.003939294,0.801479836,-0.004876252,0.868443163,siUPF1-Destab
MRFAP1L1,-0.001866294,0.957188871,-0.00256798,0.966540543,-0.003258624,0.937029514,-0.004877823,0.952730687,siUPF1-Destab
MRPL44,-0.001058346,0.85591069,-0.001969757,0.88264682,-0.001663531,0.861481626,-0.00344526,0.874857072,siUPF1-Destab
MSANTD4,-0.004195886,0.986319931,-0.004394197,0.974431666,-0.011669408,0.994281883,-0.0133132,0.996211752,siUPF1-Destab
MSL1,-0.000969064,0.932709282,-0.001603823,0.882775816,-0.001536401,0.940159149,-0.002754755,0.871495442,siUPF1-Destab
MSL3P1,-0.003324086,0.936902101,-0.00348953,0.968414435,-0.007178589,0.914276169,-0.008088585,0.950226575,siUPF1-Destab
MSX2P1,-0.003951354,0.788068163,-0.004449607,0.920201886,-0.009169942,0.850225983,-0.014206727,0.974165966,siUPF1-Destab
MTERF1,-0.003654741,0.987868076,-0.004166659,0.986117729,-0.008497148,0.968471577,-0.01104156,0.940627656,siUPF1-Destab
MTERF2,-0.002928833,0.823361159,-0.003355561,0.975678193,-0.005723838,0.823134013,-0.007407508,0.969583793,siUPF1-Destab
MTERF3,-0.001090188,0.948404531,-0.001583465,0.922072416,-0.001732545,0.949736853,-0.002648236,0.922896741,siUPF1-Destab
MTF1,-0.004109739,0.803161021,-0.0042424,0.750613713,-0.012238373,0.933930359,-0.014025567,0.88015716,siUPF1-Destab
MTF2,-0.002283995,0.942504057,-0.002555609,0.919710265,-0.004148913,0.934142326,-0.004830792,0.911788642,siUPF1-Destab
MTHFR,-0.0020856,0.809072113,-0.002455959,0.939844392,-0.00382467,0.798349501,-0.004634652,0.940719284,siUPF1-Destab
MTMR12,-0.001422985,0.882665339,-0.002131715,0.901160369,-0.002324675,0.886392515,-0.003772033,0.900943269,siUPF1-Destab
MTMR3,-0.003203631,0.976511454,-0.003572261,0.984333489,-0.006927324,0.956804075,-0.008309573,0.978424627,siUPF1-Destab
MTMR4,-0.003039073,0.951719636,-0.00378157,0.982997718,-0.006371224,0.938475119,-0.009071625,0.968622229,siUPF1-Destab
MTPAP,-0.002749692,0.981547741,-0.003372701,0.984692119,-0.005472977,0.967468726,-0.007479904,0.968802766,siUPF1-Destab
MTSS1,-0.002258329,0.808666455,-0.002495497,0.814191088,-0.00431139,0.806846238,-0.004937727,0.824120864,siUPF1-Destab
MTUS1,-0.003910528,0.628680638,-0.004676724,0.999207068,-0.008241631,0.738621965,-0.01471305,0.970440026,siUPF1-Destab
MTX3,-0.001528869,0.955054252,-0.002814529,0.93027267,-0.002554991,0.95945626,-0.005633826,0.890454899,siUPF1-Destab
MYB,-0.004011475,0.886041433,-0.004287652,0.790007901,-0.010703253,0.916793354,-0.013788074,0.928825502,siUPF1-Destab
MYBL1,-0.002312029,0.833184944,-0.003509479,0.948769092,-0.004446911,0.84161471,-0.008303555,0.92303994,siUPF1-Destab
MYCL,-0.003103066,0.807816177,-0.003661999,0.987134026,-0.006496228,0.795962817,-0.008751279,0.988998566,siUPF1-Destab
MYD88,-0.001080616,0.826546928,-0.001582829,0.886721409,-0.001702937,0.823979832,-0.002625718,0.889769279,siUPF1-Destab
MYLIP,-0.003087685,0.780823903,-0.003720965,0.776890435,-0.00700468,0.83205424,-0.00984706,0.892362484,siUPF1-Destab
MYNN,-0.002636478,0.968581357,-0.003082734,0.95268316,-0.005200129,0.966872899,-0.006435579,0.920381735,siUPF1-Destab
MYO9A,-0.00249143,0.911320717,-0.00356286,0.947783752,-0.004625801,0.904940063,-0.007888563,0.931374536,siUPF1-Destab
MYOZ3,-0.002836768,0.883037121,-0.003391297,0.976314671,-0.005955348,0.894101902,-0.007751116,0.974287046,siUPF1-Destab
N4BP1,-0.003851362,0.992176296,-0.004188719,0.989310622,-0.009454641,0.974013938,-0.011203246,0.97413519,siUPF1-Destab
N4BP2L2,-0.001633585,0.769137141,-0.002656613,0.906564529,-0.002687924,0.789337709,-0.005098388,0.888217378,siUPF1-Destab
NAA25,-0.001502469,0.976200569,-0.002490274,0.910493696,-0.002520417,0.974042753,-0.004760344,0.877940421,siUPF1-Destab
NAA30,-0.003615396,0.983449266,-0.003859565,0.98980856,-0.008303581,0.966795496,-0.009378763,0.969090024,siUPF1-Destab
NAF1,-0.001084607,0.959773939,-0.002591859,0.985079388,-0.001722091,0.957236509,-0.004986336,0.974269002,siUPF1-Destab
NAIF1,-0.00273246,0.863743135,-0.003076939,0.942707554,-0.00549973,0.853021924,-0.006467935,0.95911093,siUPF1-Destab
NAPEPLD,-0.002929851,0.857534763,-0.00391994,0.970369909,-0.006295986,0.896554381,-0.010191817,0.959302021,siUPF1-Destab
NAT1,-0.003792346,0.825076502,-0.004462013,0.812164411,-0.008568417,0.830381077,-0.011273959,0.85308551,siUPF1-Destab
NAV1,-0.002323448,0.931017213,-0.002654877,0.894649869,-0.004320068,0.930667739,-0.005148721,0.91343513,siUPF1-Destab
NAV2,-0.002315958,0.96841264,-0.002953257,0.904001517,-0.004331871,0.947219215,-0.005847148,0.897145932,siUPF1-Destab
NBEA,-0.000995558,0.870299054,-0.002366676,0.888245516,-0.001555294,0.873012317,-0.004498678,0.862686017,siUPF1-Destab
NCAPH,-0.000486758,0.822082315,-0.002014617,0.949754073,-0.000728613,0.832364391,-0.003545949,0.94383893,siUPF1-Destab
NCEH1,-0.002191161,0.840958518,-0.003087137,0.896711736,-0.004075071,0.875792637,-0.006890159,0.892523117,siUPF1-Destab
NCK1-AS1,-0.002709383,0.805355886,-0.003054333,0.821604582,-0.005096932,0.840387692,-0.006678894,0.905509187,siUPF1-Destab
NCOA2,-0.002662923,0.973973674,-0.003630389,0.938979363,-0.005203778,0.954382256,-0.008260357,0.914674204,siUPF1-Destab
NCOA3,-0.002425528,0.95576461,-0.003230028,0.974975529,-0.004567694,0.959572375,-0.006916608,0.955290465,siUPF1-Destab
NCOA5,-0.001041399,0.796094936,-0.001691644,0.93922164,-0.001673852,0.812218794,-0.002868239,0.930408634,siUPF1-Destab
NCOA6,-0.002594168,0.83760772,-0.003246482,0.871921441,-0.005017788,0.863570462,-0.00689632,0.911711546,siUPF1-Destab
NCOA7,-0.003284378,0.839878526,-0.004086874,0.994351022,-0.006914452,0.863444642,-0.0107258,0.963719133,siUPF1-Destab
NDC80,-0.0028772,0.930321631,-0.003177585,0.937665154,-0.00566877,0.922455287,-0.006567724,0.925434271,siUPF1-Destab
NDST2,-0.00239778,0.722596051,-0.002802139,0.895258774,-0.004462933,0.733464409,-0.005445597,0.902869863,siUPF1-Destab
NDUFAF5,-0.001107969,0.931515998,-0.001447481,0.951255007,-0.001765835,0.935266137,-0.002412925,0.95254251,siUPF1-Destab
NECAP1,-0.001461103,0.811496036,-0.001969518,0.990681322,-0.002476515,0.824342843,-0.003503316,0.992669845,siUPF1-Destab
NEFH,-0.003803126,0.838633656,-0.004016128,0.968551432,-0.00954545,0.888361529,-0.01056527,0.979834042,siUPF1-Destab
NEIL3,-0.00311765,0.954648101,-0.003914728,0.961191429,-0.006449224,0.93313565,-0.009668228,0.907602291,siUPF1-Destab
NET1,-0.002322612,0.859567511,-0.002612935,0.838240355,-0.004188468,0.869754727,-0.00484757,0.85081127,siUPF1-Destab
NEU3,-0.003407764,0.90549287,-0.004120622,0.985060961,-0.007425935,0.90810193,-0.010742925,0.966654504,siUPF1-Destab
NF1,-0.000664551,0.728296786,-0.002101479,0.840951739,-0.001003368,0.739933001,-0.003792418,0.81308336,siUPF1-Destab
NF2,-0.001550743,0.733546001,-0.0019891,0.73575046,-0.002647248,0.731846006,-0.003517296,0.80976203,siUPF1-Destab
NFATC3,-0.002035359,0.855048528,-0.002954539,0.970320297,-0.003571274,0.847130928,-0.005958536,0.954353876,siUPF1-Destab
NFRKB,-0.001058964,0.712081558,-0.001820177,0.889379987,-0.001685694,0.717487677,-0.003127266,0.8827928,siUPF1-Destab
NFX1,-0.001179457,0.919681817,-0.001590711,0.94489269,-0.001896356,0.924653477,-0.002669377,0.933459187,siUPF1-Destab
NFXL1,-0.00204159,0.955244489,-0.00275208,0.946321891,-0.003616589,0.952445681,-0.005396048,0.919877518,siUPF1-Destab
NFYA,-0.003966937,0.96085106,-0.004355786,0.98131512,-0.010493193,0.993893809,-0.01281727,0.989891966,siUPF1-Destab
NHLH2,-0.003738383,0.705032617,-0.003983346,0.800029045,-0.008053502,0.783235505,-0.011555696,0.908100976,siUPF1-Destab
NHLRC2,-0.001490929,0.837488409,-0.002933176,0.920199823,-0.002516391,0.870797914,-0.006042255,0.880643763,siUPF1-Destab
NHSL1,-0.003275853,0.891805385,-0.003778341,0.952756262,-0.006879314,0.906800615,-0.008826117,0.927928647,siUPF1-Destab
NHSL2,-0.003529234,0.974064815,-0.00385982,0.943870108,-0.008037175,0.969765029,-0.009290895,0.945374862,siUPF1-Destab
NIF3L1,-0.000871976,0.90666907,-0.001593554,0.851076307,-0.001349801,0.90791012,-0.002654552,0.844481216,siUPF1-Destab
NIFK,-0.001177175,0.813113555,-0.001313459,0.843423709,-0.001893241,0.817648956,-0.002110565,0.851299793,siUPF1-Destab
NIPA1,-0.00112972,0.840524586,-0.00211989,0.922732146,-0.001791924,0.857835137,-0.003768481,0.912358429,siUPF1-Destab
NIPAL1,-0.003349147,0.853707561,-0.00417086,0.888135525,-0.007035985,0.880248755,-0.010349666,0.9010172,siUPF1-Destab
NIPBL,-0.001842318,0.702319773,-0.003209765,0.899484234,-0.003156543,0.717762994,-0.006920646,0.830324323,siUPF1-Destab
NIPBL-AS1,-0.003014553,0.929233781,-0.003843944,0.966022916,-0.006403739,0.96243336,-0.009947918,0.941443304,siUPF1-Destab
NKIRAS1,-0.003388594,0.848283937,-0.003960161,0.858778694,-0.008059911,0.927503503,-0.010960953,0.953330615,siUPF1-Destab
NKRF,-0.003710826,0.981187224,-0.003936433,0.973025666,-0.008704241,0.958835876,-0.01025361,0.9733648,siUPF1-Destab
NLGN4X,-0.00095477,0.679227443,-0.001419392,0.84329852,-0.001474026,0.706704113,-0.002303364,0.848622603,siUPF1-Destab
NLRP12,-0.002886527,0.806663611,-0.003275086,0.986729653,-0.005823096,0.821987621,-0.007059713,0.972168384,siUPF1-Destab
NOA1,-0.001581712,0.745397392,-0.001707802,0.927136776,-0.002620238,0.745975629,-0.002908062,0.915175698,siUPF1-Destab
NOL4,-0.001394939,0.726985737,-0.002836601,0.847534323,-0.002358236,0.743844464,-0.005705864,0.802791513,siUPF1-Destab
NOL4L,-0.002581751,0.835638421,-0.003343777,0.829017846,-0.005230662,0.812175995,-0.007556341,0.930164007,siUPF1-Destab
NOS1AP,-0.003818471,0.923626009,-0.004134219,0.920388678,-0.009223959,0.935539465,-0.01071976,0.945187189,siUPF1-Destab
NPAT,-0.004579448,0.950684551,-0.00474618,0.965831767,-0.014151329,0.967875333,-0.017196596,0.966127329,siUPF1-Destab
NPY1R,-0.002615959,0.945407294,-0.003744768,0.956240538,-0.005143263,0.933850903,-0.008860595,0.908542752,siUPF1-Destab
NPY5R,-0.002966126,0.707641389,-0.004304788,0.885336242,-0.006463902,0.73570823,-0.013981114,0.901107992,siUPF1-Destab
NR1D2,-0.003374387,0.991429007,-0.003780363,0.986951752,-0.007530236,0.974952521,-0.009277299,0.958198563,siUPF1-Destab
NR2C2,-0.001503205,0.823204925,-0.002603951,0.854988095,-0.002513284,0.837368433,-0.005204509,0.827448431,siUPF1-Destab
NR3C1,-0.003413205,0.96266923,-0.004430223,0.957769986,-0.007634668,0.955251941,-0.012613248,0.877614258,siUPF1-Destab
NR5A2,-0.003971951,0.982354113,-0.004177787,0.897544116,-0.010317784,0.991386254,-0.012377543,0.968119447,siUPF1-Destab
NRAV,-0.001292895,0.754807526,-0.002026253,0.988440558,-0.002130458,0.725358479,-0.003625654,0.987167569,siUPF1-Destab
NRBF2,-0.003698186,0.932744167,-0.00387261,0.946640861,-0.008372085,0.922843994,-0.009308458,0.9075414,siUPF1-Destab
NRDE2,-0.004276041,0.978978864,-0.004521636,0.978664172,-0.012142921,0.979029271,-0.013829176,0.968405154,siUPF1-Destab
NRIP1,-0.004982187,0.995088227,-0.005138623,0.99796947,-0.01873698,0.972236625,-0.021240934,0.940431876,siUPF1-Destab
NRROS,-0.004391628,0.903478605,-0.004608733,0.874812471,-0.012288697,0.931471602,-0.015921879,0.934275521,siUPF1-Destab
NSRP1,-0.001736559,0.78668831,-0.002351012,0.884242652,-0.002899243,0.800291288,-0.004347406,0.862441623,siUPF1-Destab
NSUN3,-0.003284654,0.815339937,-0.003931375,0.977246521,-0.006875602,0.861439512,-0.010264133,0.99958071,siUPF1-Destab
NSUN6,-0.001512889,0.909999856,-0.00328535,0.960670718,-0.002525491,0.90688922,-0.007090992,0.950528826,siUPF1-Destab
NUAK1,-0.002704499,0.903468183,-0.003241992,0.981612882,-0.005152514,0.90084893,-0.006907487,0.965454891,siUPF1-Destab
NUFIP1,-0.002610445,0.976563123,-0.003575718,0.984956187,-0.005087716,0.963997184,-0.008151044,0.967200136,siUPF1-Destab
NUFIP2,-0.002900316,0.983782678,-0.00330069,0.981667174,-0.005886232,0.974427743,-0.007275847,0.949867925,siUPF1-Destab
NUP153,-0.003188248,0.911089541,-0.004106162,0.888563928,-0.006549072,0.906270116,-0.009916378,0.88145754,siUPF1-Destab
NUP214,-0.001373239,0.83595463,-0.002327522,0.785692365,-0.002261569,0.825179567,-0.00414942,0.811420644,siUPF1-Destab
NUP58,-0.000789435,0.776162398,-0.001596809,0.785869732,-0.001223697,0.770648773,-0.002623296,0.800497217,siUPF1-Destab
NUP62,-0.001758336,0.942609252,-0.002040086,0.923191114,-0.003011226,0.936357926,-0.00358296,0.918714173,siUPF1-Destab
NUP98,-0.000655831,0.873758853,-0.001354903,0.892655791,-0.000993665,0.878350768,-0.002194551,0.893399042,siUPF1-Destab
NUTM2D,-0.002235904,0.738725951,-0.002346833,0.874057626,-0.004046227,0.785021115,-0.004531185,0.851238523,siUPF1-Destab
NXPH2,-0.004873506,0.980266863,-0.005230002,0.920273591,-0.016004919,0.926847703,-0.029273937,0.964294073,siUPF1-Destab
ONECUT2,-0.003312801,0.964705915,-0.004090931,0.944113023,-0.007361574,0.984001968,-0.010484583,0.947049796,siUPF1-Destab
OPA3,-0.001328028,0.68601608,-0.002163688,0.927557024,-0.002139471,0.722347173,-0.003955386,0.907279143,siUPF1-Destab
OPHN1,-0.003568927,0.926804506,-0.004375591,0.968618111,-0.008352587,0.948796881,-0.012066556,0.950117959,siUPF1-Destab
OR2A4,-0.00288639,0.706645101,-0.003139367,0.893135397,-0.005793063,0.760573096,-0.0064817,0.87245412,siUPF1-Destab
OR7E12P,-0.003596668,0.821433112,-0.004372558,0.889319672,-0.007756688,0.853615172,-0.01119475,0.884986,siUPF1-Destab
OSBP,-0.000549804,0.984183793,-0.001327719,0.848096017,-0.000829702,0.985391922,-0.002141936,0.847863524,siUPF1-Destab
OSBPL11,-0.000676059,0.808633105,-0.001815704,0.904605079,-0.001029245,0.816934594,-0.003138761,0.880058549,siUPF1-Destab
OSGIN2,-0.003712843,0.995063257,-0.004124944,0.982513374,-0.008959319,0.991590229,-0.011240724,0.980649828,siUPF1-Destab
OTUB2,-0.004261749,0.896602485,-0.004682074,0.994570772,-0.01150257,0.91615959,-0.015101194,0.943468107,siUPF1-Destab
OTUD6B-AS1,-0.001981107,0.964487325,-0.002704483,0.94113131,-0.003519907,0.94532057,-0.005264892,0.945299213,siUPF1-Destab
OTULIN,-0.001612452,0.6949244,-0.00186543,0.839883042,-0.002633008,0.729368059,-0.00316868,0.849056828,siUPF1-Destab
OTX2,-0.003959471,0.921459715,-0.004357708,0.933981525,-0.010771907,0.969845734,-0.013195403,0.992014359,siUPF1-Destab
OVOL1,-0.004909621,0.989157096,-0.005108475,0.982442492,-0.016856055,0.959527695,-0.020554859,0.952751834,siUPF1-Destab
OXR1,-0.002626237,0.919201191,-0.003625787,0.97053453,-0.004977818,0.910603667,-0.008663042,0.907728555,siUPF1-Destab
OXSM,-0.003947548,0.814201973,-0.004005974,0.925733588,-0.009520161,0.769820161,-0.010583866,0.923557177,siUPF1-Destab
OXTR,-0.002063525,0.833847854,-0.003547004,0.941969204,-0.003588408,0.848375817,-0.007899356,0.923472924,siUPF1-Destab
P2RY1,-0.003826128,0.943885679,-0.004262409,0.935820214,-0.009418479,0.906305814,-0.012327254,0.976944127,siUPF1-Destab
PABPC4L,-0.002970407,0.70293884,-0.005151191,0.919639232,-0.005857816,0.759432573,-0.017258845,0.89999771,siUPF1-Destab
PABPC5,-0.003304692,0.745973324,-0.00346656,0.834262823,-0.006609456,0.787523116,-0.007410524,0.864156488,siUPF1-Destab
PAF1,-0.002429615,0.958126343,-0.002618906,0.956992909,-0.004545883,0.951372054,-0.005036162,0.938970976,siUPF1-Destab
PAFAH1B1,-0.001478387,0.874710992,-0.001747102,0.801522821,-0.002444028,0.87251756,-0.002945123,0.80055446,siUPF1-Destab
PAN3,-0.001307792,0.950800015,-0.002709784,0.899805203,-0.002143299,0.94011188,-0.005398008,0.845371273,siUPF1-Destab
PANX1,-0.003420743,0.96118724,-0.004042147,0.983871098,-0.007486564,0.946572356,-0.01016736,0.954796833,siUPF1-Destab
PAPD5,-0.001886341,0.957004383,-0.002934123,0.986350771,-0.0033457,0.957599784,-0.006072867,0.968263181,siUPF1-Destab
PAPD7,-0.001385584,0.797929529,-0.002122216,0.937012224,-0.002340049,0.780485797,-0.003862005,0.940897307,siUPF1-Destab
PAPOLG,-0.003675708,0.989625112,-0.004253976,0.988248917,-0.008638464,0.977262787,-0.011741061,0.966547643,siUPF1-Destab
PARD6B,-0.003137858,0.704505288,-0.003802308,0.769151979,-0.007012993,0.83158694,-0.010581683,0.852118619,siUPF1-Destab
PARP11,-0.001448814,0.685509689,-0.002478425,0.922227862,-0.002464292,0.707925282,-0.004819914,0.95033465,siUPF1-Destab
PARP8,-0.003005264,0.983052843,-0.003549065,0.970623858,-0.006214026,0.957855225,-0.00809832,0.929631185,siUPF1-Destab
